School ID,School Name,ZIP,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Reading Growth African American,Reading Growth Hispanic,Reading Growth White,Reading Growth Students with Disabilities,Reading Growth English Language Learners,Reading Growth Free and Reduced Lunch,Math Growth African American,Math Growth Hispanic,Math Growth White,Math Growth Students with Disabilities,Math Growth English Language Learners,Math Growth Free and Reduced  Lunch,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,Blue Ribbon Award Year
610279,Henry O Tanner Elementary School,60619,6,Scantron,Above Average,56.10%,61%,48.70%,47.80%,43.10%,75%,59%,55.80%,54.40%,69.40%,52.20%,40%,68.30%,61.10%,56.40%,Below Average,34.30%,34.90%,30%,14.60%,36.40%,44.70%,37.50%,33.10%,30.20%,43.60%,22.40%,24.50%,57.80%,41%,35.40%,56.20%,,,41.30%,,56%,56.40%,,,58.30%,,56.30%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,43.20%,41.90%,3.1,2.3,91.80%,92.80%,95.60%,94.20%,Yes,No,
610281,Adam Clayton Powell Paideia Community Academy ES,60649,0,Scantron,Below Average,39.50%,24.50%,40.80%,37.50%,43.30%,41.70%,51.10%,39.90%,34%,46.90%,30.90%,34.90%,38.30%,52.20%,39.10%,Far Below Average,25.90%,20%,29.40%,21.50%,16.90%,27.70%,22.90%,22.80%,18.50%,29.40%,21.50%,25%,40%,41.70%,29.10%,39.60%,,,33.30%,,39.60%,38.80%,,,44.70%,,39.40%,Organized,Not Enough Data,Very Strong,Very Strong,Not Enough Data,Not Enough Data,Strong,97.70%,99%,1.6,1.7,95.60%,95.30%,95.30%,97.10%,No,No,
610282,Ronald E McNair Elementary School,60651,13,Scantron,Average,46.30%,48.90%,62.90%,43.30%,27.80%,30.60%,65.60%,46.30%,57.80%,50%,60.60%,25.70%,31.40%,50%,46.30%,Below Average,32.80%,30.60%,37.50%,19.40%,15.40%,21.10%,37.50%,26.90%,28.60%,55%,32.40%,29.70%,34.20%,56.30%,38.60%,46.40%,,,45.20%,,46.60%,46.90%,,,63.60%,,47.10%,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Neutral,71.90%,91.70%,2.1,1.9,90.70%,91.80%,96.50%,95.50%,No,No,
610284,New Field Elementary School,60626,0,Scantron,Above Average,60.50%,57%,,,,,,57%,63.70%,,,,,,63.70%,Below Average,34.20%,30.60%,,,,,,30.60%,37.60%,,,,,,37.60%,,56.40%,,,49%,56.80%,,55.70%,,,59.60%,62.40%,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,36.40%,4.50%,1.6,2,96.20%,96.50%,95.60%,96%,Pending,No,
610285,Granville T Woods Math & Science Academy ES,60636,1,Scantron,Average,54.20%,40.90%,35.70%,51.10%,74.30%,53.70%,75.60%,55.50%,27.90%,52%,32.60%,71.40%,74.40%,65.90%,52.80%,Far Below Average,27.40%,16.70%,9.70%,8.20%,33.30%,31%,32.60%,21.70%,14.60%,12.90%,20.80%,50%,56.10%,46.50%,33.20%,54.50%,,,47.60%,,54.40%,52.90%,,,61.50%,,52%,Organized,Not Enough Data,Strong,Neutral,Not Enough Data,Not Enough Data,Neutral,96%,93.50%,1.9,2.3,91.90%,91.90%,95.20%,96.20%,Pending,No,
610287,Ashburn Community Elementary School,60652,0,Scantron,Above Average,66.60%,58.20%,48.60%,75.50%,74.50%,80%,74.50%,69.10%,78.20%,70.30%,26.40%,70.80%,60%,80.40%,64%,Below Average,44.20%,22.80%,16.20%,47.20%,46.90%,53.20%,50%,40%,40.40%,45.90%,43.40%,52%,51.10%,57.70%,48.30%,68.30%,,,42.10%,,68.60%,63.60%,,,60.50%,,63%,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Neutral,22.90%,20.70%,2.9,2.3,95.50%,94%,97.10%,96.90%,Yes,No,
610290,Benjamin E Mays Elementary Academy,60621,1,Scantron,Above Average,56.20%,56.70%,36.40%,48.10%,82.40%,66.70%,63.20%,57.50%,73.30%,56.80%,42.30%,64.70%,44.40%,36.80%,55%,Below Average,40.80%,35.50%,27.10%,44.40%,44.10%,18.50%,42.10%,34.40%,45.20%,38.30%,53.80%,44.10%,48.10%,68.40%,47.30%,57.50%,,,,,57.80%,55.10%,,,,,55.30%,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,,14.20%,,4.3,95.50%,96.30%,96.60%,96.20%,No,No,
610291,Richard Henry Lee Elementary School,60629,0,Scantron,Above Average,55.30%,45.60%,66.70%,44.70%,48.80%,50%,48.40%,50.60%,65.80%,70.50%,38.80%,79.80%,53.50%,50%,59.90%,Average,50%,39.50%,42%,35.30%,38.40%,37.10%,33.30%,37.70%,50.60%,64.20%,56.50%,64%,69.70%,69.70%,62.30%,,51.10%,,38.60%,47.80%,50.90%,,60.40%,,49.10%,71.70%,60.40%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,33.30%,36.90%,1.5,1.3,95%,95.30%,95.30%,95.10%,No,No,
610293,Genevieve Melody Elementary School,60624,6,NWEA,Above Average,63.70%,51.90%,76.20%,53.10%,55.60%,65%,43.80%,56%,87%,76.20%,61.30%,88.90%,55.60%,67.70%,71.80%,Below Average,32%,36.40%,38.50%,20.60%,40%,45.50%,29.40%,33.70%,36.40%,23.10%,35.30%,45%,22.70%,21.20%,30.40%,56%,,,64.50%,,56.60%,71.80%,,,,,70.80%,Moderately Organized,Weak,Strong,Neutral,Neutral,Neutral,Strong,84.80%,47.40%,2.9,4.7,92.10%,92.30%,96%,96.70%,No,No,
610295,Thomas J Higgins Elementary Community Academy,60643,0,Scantron,Above Average,65.40%,63.20%,50%,57.90%,72.70%,72.10%,60.60%,63.30%,67.50%,60.70%,70%,68.80%,80%,53.30%,67.60%,Average,50.10%,46.50%,31.40%,25.60%,40.50%,60.90%,46.30%,42.40%,34.90%,32.40%,59.10%,62.20%,86.70%,66.70%,57.90%,63.20%,,,,,63.10%,67.10%,,,,,67.30%,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Weak,,90%,,6.1,95.20%,94.60%,95.20%,96.70%,Yes,No,
610298,Lenart Elementary Regional Gifted Center,60620,0,NWEA,Above Average,56.90%,58.10%,66.70%,65.60%,63.60%,45.50%,70.40%,61.30%,51.60%,16.70%,40.60%,75%,60.60%,70.40%,52.40%,Far Above Average,95.20%,90.30%,100%,100%,100%,97%,96.30%,97.30%,93.50%,87.10%,100%,96.90%,90.90%,88.90%,93%,63%,,53.80%,,,56.40%,48.60%,,64.10%,,,54.50%,Well-organized,Very Strong,Neutral,Neutral,Strong,Strong,Very Strong,,,,,97.40%,96.50%,97.80%,98.10%,No,No,
610299,William A Hinton Elementary School,60621,5,Scantron,Above Average,56.90%,55.60%,35.30%,41.40%,69.20%,58.10%,60%,54.50%,53.60%,41.20%,40%,76.90%,67.70%,68.60%,59.30%,Below Average,32.50%,27.60%,21.10%,28.10%,17.90%,29%,42.90%,28.70%,13.30%,31.60%,37.50%,44.80%,50%,37.10%,36.20%,54.20%,,,,,54.30%,59.20%,,,,,59.10%,Organized,Neutral,Strong,Strong,Neutral,Neutral,Strong,93.60%,79.30%,2.7,1.5,91.70%,93.60%,95.10%,95.10%,No,No,
610300,Oliver S Westcott Elementary School,60620,0,Scantron,Above Average,56.30%,42.10%,48.80%,63.60%,56.90%,56.10%,68%,56.30%,42.10%,69.80%,35.30%,76.50%,51.20%,53.10%,56.30%,Below Average,37%,26.20%,42.60%,18.40%,29.10%,39.50%,33.30%,31.90%,26.20%,68.10%,21.10%,54.50%,37.20%,37.70%,42.10%,56.30%,,,51.10%,,56.20%,56.30%,,,40.40%,,56.30%,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Weak,87.30%,91.90%,2.3,2.1,92.60%,93%,94.80%,96.20%,No,No,
610305,George Leland Elementary School,60644,3,Scantron,Far Above Average,77.10%,79.20%,,,,,,79.20%,75%,,,,,,75%,Above Average,64.60%,66.70%,,,,,,66.70%,62.50%,,,,,,62.50%,,,,,,,,,,,,,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Very Strong,Not Enough Data,,,,,92.60%,92.60%,94.90%,96.10%,No,No,
610313,Jose De Diego Elementary Community Academy,60622,3,Scantron,Average,49.10%,43.50%,35.40%,53.10%,45.10%,50.60%,62.90%,48.60%,40%,48.10%,64.60%,28.40%,46.50%,71.90%,49.70%,Below Average,41.90%,39.50%,33.80%,34.40%,34.10%,47.10%,56.20%,41.40%,36.80%,37.30%,44.60%,32.10%,46%,57.30%,42.50%,34.80%,49.40%,,37.50%,,47.50%,33.30%,50.60%,,48.80%,,48.50%,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Neutral,60.50%,77.20%,2.4,3,95%,94.40%,96.80%,95.80%,Yes,No,
610315,Edward White Elementary Career Academy,60643,5,Scantron,Average,52.60%,50%,27.30%,81.80%,71.40%,50%,45.50%,55.10%,30%,45.50%,81.80%,76.90%,25%,36.40%,50%,Below Average,30.90%,33.30%,36.40%,45.50%,37.50%,28.60%,30.80%,35.10%,16.70%,18.20%,45.50%,40%,7.10%,33.30%,26.70%,56.70%,,,,,54.40%,50%,,,,,50%,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Weak,63%,67.30%,2.1,1.7,93.80%,94.70%,96.70%,95.60%,Yes,No,
610316,Amelia Earhart Options for Knowledge ES,60617,0,NWEA,Above Average,61.50%,66.70%,34.50%,58.10%,69%,42.10%,61.30%,56%,72%,57.10%,83.30%,37.90%,77.80%,77.40%,67.10%,Above Average,62.40%,70.40%,69%,62.50%,51.70%,65%,65.60%,63.90%,68%,72.40%,71%,37.90%,55%,59.40%,60.80%,55.60%,,,,,53.10%,66.20%,,,,,61%,Well-organized,Strong,Strong,Strong,Neutral,Strong,Strong,71.90%,74.50%,2.1,1.9,96.30%,96.60%,95.40%,96.50%,No,No,
610317,Brighton Park Elementary School,60632,0,NWEA,Above Average,59.30%,48.10%,68%,73.70%,60.30%,56.10%,47.30%,58.10%,54.30%,75.50%,64.90%,67.20%,53%,52.70%,60.50%,Below Average,41.10%,28%,44%,36.20%,47.70%,46.30%,38.20%,39.50%,24.40%,44.90%,46.60%,55.40%,38.80%,53.60%,42.70%,,58.40%,,53.10%,42.90%,57.70%,,61.10%,,51.50%,59.20%,61.20%,Organized,Neutral,Neutral,Neutral,Strong,Strong,Neutral,90.50%,87.90%,3,1.9,96.30%,95.80%,95.90%,96%,No,No,
610319,Evergreen Academy Middle School,60609,0,NWEA,Above Average,61.20%,,,,60.70%,67%,53.20%,60.30%,,,,67.70%,62.50%,57.30%,62.30%,Below Average,40.60%,,,,41.70%,50.90%,50.40%,47.60%,,,,30.80%,28.30%,38.90%,32.90%,,60.50%,,73%,,60.80%,,61.70%,,62.90%,,62.50%,Organized,Neutral,Neutral,Neutral,Neutral,Strong,Strong,43.30%,69.20%,3.4,1.8,96.10%,96.40%,97.40%,97.60%,No,No,
610320,Ana Roque de Duprey Elementary School,60622,0,Scantron,Above Average,64.50%,54.50%,54.50%,,56.30%,58.30%,81.30%,63.80%,54.50%,90.90%,,50%,75%,62.50%,65.20%,Below Average,38.60%,18.20%,25%,,50%,8.30%,50%,34.30%,9.10%,66.70%,,56.30%,33.30%,37.50%,42.90%,,59.20%,,,,63.20%,,65.30%,,,,64.70%,Not Yet Organized,Neutral,Weak,Weak,Weak,Neutral,Neutral,27%,27.30%,2.1,3.9,95.40%,93.80%,95.60%,96.40%,Yes,No,
610321,Thurgood Marshall Middle School,60618,4,NWEA,Above Average,64.10%,,,,,66.30%,59.80%,63.10%,,,,,65.20%,65.30%,65.30%,Below Average,41.70%,,,,,44.20%,41.30%,42.80%,,,,,37%,44.30%,40.60%,,62.80%,,56.70%,,62.70%,,65.40%,,,,64.60%,Not Yet Organized,Weak,Weak,Very Weak,Neutral,Very Weak,Neutral,55.80%,50.20%,2.2,2.5,94%,93.60%,96%,96.80%,No,No,
610325,Logandale Middle School,60618,0,Scantron,Above Average,55.80%,54.80%,55.60%,63.50%,57.60%,40.60%,51.60%,53.70%,58.90%,62.50%,76.50%,38.50%,53.30%,58.30%,58.20%,Below Average,31.60%,24.70%,28.90%,15.40%,27.40%,26.20%,40.90%,27.70%,22.10%,31.20%,59.60%,21%,31.70%,55.40%,35.60%,,54%,,35.10%,55.80%,53.90%,,58.10%,,61.10%,63.80%,58.50%,Not Yet Organized,Neutral,Neutral,Weak,Weak,Very Weak,Neutral,44.60%,58.50%,1.8,2.6,95.10%,93.90%,95.60%,96.20%,No,No,
610329,Orozco Fine Arts & Sciences Elementary School,60608,0,Scantron,Above Average,58.50%,82.10%,44.40%,77.40%,55.90%,67.80%,55.60%,61.10%,75.90%,82.10%,73.30%,41.30%,67%,46.90%,55.90%,Above Average,56.70%,82.10%,51.90%,74.20%,43.40%,54.60%,51.70%,53.60%,86.20%,78.60%,96.80%,50.80%,58.10%,52%,59.80%,,60.90%,,,65.50%,60.80%,,56.30%,,,57.40%,56.30%,Moderately Organized,Neutral,Weak,Neutral,Neutral,Strong,Neutral,,71.10%,,2.5,97.60%,97.40%,96.40%,95.40%,No,No,
610336,Williams Preparatory Academy Middle School,60616,5,Scantron,Average,54.50%,,,,65.20%,51.40%,60.60%,59.50%,,,,54.30%,44.40%,48.50%,49.60%,Far Below Average,22.20%,,,,17.60%,33.30%,30.30%,26.20%,,,,31.40%,4.80%,15.20%,18.30%,59.30%,,,87.10%,,59.30%,50%,,,59.40%,,50%,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Weak,87.50%,80.60%,2,1.5,93.30%,93%,92.40%,94.80%,No,No,
610339,Amos Alonzo Stagg Elementary School,60621,6,Scantron,Average,49%,40.90%,64.30%,31.10%,41.90%,46.80%,47.50%,45.20%,66.70%,77.50%,47.40%,46.50%,23.90%,57.50%,52.90%,Far Below Average,28.70%,26%,23.40%,27.50%,17.40%,23.10%,23.30%,23.50%,39.60%,46.70%,45.70%,28.90%,17%,25.60%,34.10%,45.50%,,,,,45.30%,52.40%,,,,,53.80%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,21.50%,44.90%,5,4,91.40%,92.40%,95.50%,93.30%,No,No,
610342,Albert R Sabin Elementary Magnet School,60622,0,NWEA,Above Average,65.10%,57.60%,44.10%,63.60%,52.90%,55.20%,77.20%,58.30%,70%,52.50%,85.10%,87.50%,64.40%,69%,71.90%,Below Average,38.20%,31.70%,36.70%,22.10%,38.20%,36.20%,43.90%,34.50%,42.60%,36.10%,44.80%,47.80%,39%,39.70%,41.90%,50%,60.10%,,60.50%,64.70%,59%,66.70%,72.20%,,66.70%,81.80%,72.40%,Not Yet Organized,Weak,Weak,Weak,Neutral,Weak,Neutral,46.10%,31.80%,2,2.4,94.70%,95.20%,95%,95.30%,No,No,
610345,Carter G Woodson South Elementary School,60653,5,NWEA,Not Enough Data,,,,,,,,,,,,,,,,Far Below Average,19.70%,8.80%,25%,37.90%,18.80%,11.80%,24%,21.50%,2.80%,18.20%,24.10%,35%,13.30%,22.20%,18.10%,,,,,,,,,,,,,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Weak,72.70%,69.50%,1.8,1.8,91.90%,91.80%,94.70%,94.20%,No,No,
610347,Claremont Academy Elementary School,60636,6,Scantron,Above Average,61.60%,67.60%,78.40%,47.40%,46%,66.70%,64.20%,62%,73%,60%,48.60%,44%,65.90%,75%,61.10%,Below Average,38.70%,39%,37.70%,14.60%,26.40%,41.20%,41.80%,34%,46.30%,38.50%,43.90%,49.10%,33.30%,50%,43.50%,61.30%,,,45.70%,,61.90%,60.80%,,,60%,,60.90%,Well-organized,Neutral,Neutral,Strong,Strong,Strong,Weak,83.30%,73.90%,1.9,1.8,92.50%,92.10%,96.20%,94.50%,Pending,No,
610348,Nathan R Goldblatt Elementary School,60624,6,Scantron,Far Above Average,70.90%,65.60%,71.40%,68.20%,57.10%,75%,54.50%,64.70%,78.10%,90.50%,87%,80%,70.80%,54.50%,77.10%,Average,48.90%,28.10%,22.70%,36.40%,22.90%,52%,31.80%,31.60%,43.80%,68.20%,95.70%,54.30%,92%,54.50%,66%,64.10%,,,,,64.30%,76.60%,,,,,77.40%,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Weak,52.60%,26.80%,1.5,1.5,92.90%,93.10%,95.60%,94.10%,No,No,
610350,Robert A Black Magnet Elementary School,60619,1,NWEA,Average,48.10%,61.80%,30.20%,64.20%,60.30%,36.50%,45.30%,50%,69.60%,25%,28.60%,67.20%,34%,51.90%,46.20%,Below Average,44%,60.30%,42.10%,56.40%,50%,51.90%,50.90%,51.90%,62.10%,35.10%,24.60%,41.40%,22.20%,30.20%,36.20%,49.70%,,,,,50.20%,46.40%,,,,,47.10%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,,,,,96%,96.60%,93.70%,93.80%,Yes,Yes,2008
610352,Durkin Park Elementary School,60652,0,Scantron,Average,53.90%,57.40%,64.70%,63%,45.70%,55.60%,52.20%,56.60%,46.90%,56%,31.80%,39%,70.20%,62.20%,51.20%,Average,45.70%,35.30%,54.70%,47.10%,30%,44.60%,50%,43.20%,29.90%,70.40%,41.20%,27.50%,68.50%,55.30%,48.10%,53.80%,57%,,44.70%,50%,54.80%,34.30%,53.30%,,35.40%,50.80%,50.80%,Well-organized,Strong,Strong,Strong,Very Strong,Very Strong,Strong,,,,,95.40%,95%,95.80%,95.30%,No,No,
610353,Calmeca Academy of Fine Arts and Dual Language,60632,1,Scantron,Above Average,59.20%,57.70%,52.20%,54.90%,55.60%,49.30%,84.80%,59%,60.60%,60.90%,66.20%,44.20%,63%,57.10%,59.40%,Average,45.40%,42.50%,31%,35.20%,40%,36.10%,56.10%,40%,47.30%,59.20%,55.60%,44.40%,53.30%,42.90%,50.90%,,58.80%,,44.40%,58%,59.10%,,59.40%,,50%,58.60%,60.10%,Well-organized,Strong,Strong,Strong,Strong,Strong,Strong,28.60%,44.10%,3.3,2.2,96.50%,95%,96.90%,97.20%,Yes,No,
610354,North River Elementary School,60625,0,Scantron,Above Average,67.40%,66.70%,51.40%,66.70%,68%,80.80%,66.70%,65.80%,81%,71.40%,52.40%,52%,76.90%,81%,69.10%,Above Average,56.90%,47.60%,51.40%,28.60%,60%,65.40%,61.90%,53%,57.10%,62.90%,47.60%,69.20%,69.20%,52.40%,60.70%,,64.50%,,,,66.90%,,67.40%,,,,68.40%,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Neutral,79%,70%,2.5,3.3,95.60%,95.70%,96%,95%,No,No,
610355,Mary E Courtenay Elementary Language Arts Center,60613,0,Scantron,Average,47.60%,60%,62.50%,33.30%,77.30%,43.80%,41.70%,54.50%,72%,37.50%,27.30%,42.90%,29.40%,16.70%,40.70%,Average,48.70%,48%,37.50%,33.30%,63.60%,56.30%,58.30%,49.10%,68%,56.30%,31.80%,54.50%,41.20%,25%,48.20%,,55.90%,,,,49.40%,,47.80%,,,,36.70%,Well-organized,Very Strong,Strong,Strong,Very Strong,Very Strong,Very Strong,3.60%,20%,1,2.7,94.90%,94%,94.20%,94.90%,No,No,
610362,Medgar Evers Elementary School,60628,0,Scantron,Average,53.20%,75%,44.40%,53.60%,69.80%,58.30%,67.60%,61.10%,40.60%,51.10%,39.30%,58.10%,38.90%,37.80%,45.20%,Average,46.30%,31.30%,40%,24.10%,37%,42.10%,63.20%,40.40%,43.80%,42.20%,37.90%,54.30%,57.90%,73.70%,52.20%,61.40%,,,48.60%,,60.30%,45.50%,,,40%,,43.60%,Partially Organized,Neutral,Weak,Neutral,Neutral,Neutral,Neutral,93.10%,52.90%,1.4,1.5,94.90%,94.50%,96.10%,95%,Pending,No,
610363,Walt Disney Magnet Elementary School,60613,0,NWEA,Above Average,65.60%,52.50%,60.50%,65.90%,66.30%,48.80%,66.20%,60.30%,80%,58.80%,64.70%,77.40%,67.50%,76.40%,70.90%,Above Average,69.90%,66.90%,62.80%,68.80%,74.70%,70.40%,76.90%,69.90%,78.60%,62.60%,59.40%,71.20%,73.60%,75.40%,69.90%,58.20%,58.70%,68.10%,47.30%,58%,58.20%,66.10%,68%,82.10%,51.80%,77.40%,68.10%,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Strong,78.10%,87.60%,1.4,1.3,96.40%,96.40%,96.40%,96.70%,No,No,
610364,William E B Dubois Elementary School,60827,5,Scantron,Average,54.90%,33.30%,73.70%,76.50%,41.20%,50%,64%,58.30%,27.30%,68.80%,27.80%,58.80%,55.60%,60%,51.40%,Far Below Average,25.90%,15.40%,19%,35%,5.30%,33.30%,34.60%,25%,23.10%,25%,14.30%,10.50%,30%,50%,26.90%,57.70%,,,,,57.90%,52.10%,,,,,51.90%,Not Yet Organized,Weak,Neutral,Weak,Neutral,Weak,Neutral,75.40%,72.10%,2.2,2.5,93.30%,94.40%,94.40%,95.60%,Pending,No,
610365,Mary McLeod Bethune Elementary School,60612,12,NWEA,Above Average,69.20%,57.10%,58.30%,74.20%,61.50%,72.40%,78.60%,67.40%,52%,56.50%,84.40%,69.80%,84.60%,73.10%,70.90%,Far Below Average,22.40%,26.10%,21.40%,20%,8.50%,30%,20.70%,19.80%,32.10%,14.80%,33.30%,15.20%,33.30%,25.90%,25%,67.40%,,,51.50%,,66.90%,70.90%,,,72.70%,,71.30%,Moderately Organized,Neutral,Strong,Neutral,Weak,Neutral,Neutral,96.90%,94.70%,3.8,4,93.30%,93.90%,97.60%,97.80%,No,No,
610366,Charles H Wacker Elementary School,60643,0,Scantron,Above Average,56.10%,54.50%,34.60%,37.50%,71.40%,63.20%,58.30%,52.60%,43.50%,40.70%,83.30%,81.80%,57.90%,58.30%,59.50%,Below Average,41.70%,31.80%,19.20%,17.60%,45.80%,57.90%,53.80%,36.40%,17.40%,11.10%,63.20%,68%,68.40%,76.90%,46.80%,52.60%,,,,,52.40%,59.50%,,,,,60%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,86.20%,89.50%,1.8,1.9,93.40%,92.80%,93.40%,93.70%,No,No,
610367,Oscar DePriest Elementary School,60644,0,Scantron,Average,53.30%,52%,45%,47.20%,75.90%,66.70%,62.20%,58.50%,34%,28.20%,21.60%,69.80%,60.50%,72.30%,48.10%,Below Average,37.90%,43.60%,28.60%,21.40%,46.40%,55.60%,58.30%,42.10%,29.10%,31.70%,29.10%,23.60%,38.60%,53.10%,33.80%,58.90%,,,48.90%,,58.70%,48.20%,,,50%,,47.70%,Well-organized,Neutral,Strong,Strong,Strong,Strong,Neutral,72.90%,54.30%,3,2.6,92.70%,93%,95.60%,95%,Pending,No,
610368,Langston Hughes Elementary School,60628,8,Scantron,Average,47.20%,70%,40.70%,38.70%,36.40%,50%,55.60%,48.70%,56.70%,42.30%,44.80%,32.40%,36.10%,61.10%,45.50%,Far Below Average,23.40%,17.90%,17.20%,12.50%,39.40%,25.60%,37.80%,25.40%,12.80%,21.40%,26.70%,22.90%,10.80%,35.10%,21.40%,48.90%,,,,,48.70%,45.20%,,,,,45.50%,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Weak,67.50%,33.10%,2.6,2.4,90%,88.90%,95.50%,95.70%,No,No,
610369,Mahalia Jackson Elementary School,60620,10,Scantron,Below Average,38%,20.80%,21.70%,51.90%,54.80%,41.90%,42.40%,40.20%,11.10%,36%,35.70%,33.30%,45.20%,50%,35.80%,Far Below Average,23.20%,19.20%,20%,25.90%,33.30%,29%,32.40%,27.30%,10.30%,19.20%,21.40%,11.40%,16.10%,36.40%,19.20%,40.40%,,,24.40%,,39.10%,35.80%,,,39.10%,,36.30%,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,94.80%,92.40%,1.7,1.4,92.50%,91.60%,94.60%,92.80%,No,No,
610395,Pershing West Middle School,60616,0,Scantron,Below Average,42.40%,,26.50%,33.90%,52.90%,50.90%,52.20%,43.10%,,43.80%,39.30%,39.20%,49.10%,37%,41.70%,Average,50.70%,,44%,34.50%,53.80%,54.50%,61.70%,49.20%,,58%,47.40%,55.80%,49.10%,51.10%,52.10%,41.50%,,,27%,,41.20%,42.10%,,,27.80%,,41.90%,Moderately Organized,Neutral,Weak,Weak,Strong,Strong,Neutral,64%,56.80%,2.6,2.5,96.20%,96.30%,97.60%,98.40%,No,No,
610396,Tarkington School of Excellence ES,60629,0,NWEA,Above Average,55.40%,57.40%,50%,58.10%,54.30%,63.60%,47.20%,54.90%,54.30%,63.40%,55.20%,50.50%,63.60%,48.60%,55.90%,Below Average,33.30%,33.70%,28%,35.80%,38%,44.70%,36.30%,36%,31.60%,26.30%,23.90%,33.30%,39.80%,28.80%,30.70%,44.90%,57.20%,,42.90%,59.50%,54.80%,52.90%,56.70%,,50%,70.40%,55.60%,Not Yet Organized,Weak,Neutral,Weak,Weak,Weak,Neutral,94.50%,95.80%,1.8,2.7,95.90%,95.40%,96.60%,96.50%,No,No,
610405,Suder Montessori Magnet ES,60612,0,Scantron,Average,52.80%,65.80%,51.40%,48.30%,58.10%,,,56.60%,46.20%,45.20%,55.60%,50%,,,48.90%,Above Average,57.30%,60%,57.10%,40%,53.50%,,,53.40%,45.20%,57.60%,63.30%,78.60%,,,61.20%,52%,70%,,,,51.60%,46.90%,,,,,55.20%,Well-organized,Strong,Strong,Strong,Neutral,Neutral,Strong,66.70%,,2.8,,96.60%,95.70%,95.70%,94.80%,No,No,
610503,Frazier Prospective IB Magnet ES,60624,0,Scantron,Far Above Average,80.10%,68.40%,75%,78.30%,87.50%,95.50%,91.70%,83.10%,73.70%,66.70%,91.30%,91.70%,63.60%,75%,77.20%,Far Above Average,76.20%,54.50%,58.30%,60.90%,80%,81.80%,92%,71.60%,59.10%,75%,73.90%,96%,90.90%,88%,80.90%,83%,,,,,83.60%,77%,,,,,76.90%,Organized,Neutral,Very Strong,Very Strong,Neutral,Neutral,Neutral,93.80%,89.20%,2.4,1.6,96.80%,97.10%,96.60%,96.10%,No,No,
610515,Disney II Magnet School,60641,0,Scantron,Above Average,59.40%,52%,54%,66%,,,,57.30%,46.90%,71.40%,66%,,,,61.50%,Far Above Average,80%,74.50%,86%,74%,,,,78.10%,80%,81.60%,84%,,,,81.90%,,52.20%,56.90%,,,62.10%,,64.70%,59.60%,,,61.40%,Well-organized,Very Strong,Not Enough Data,Not Enough Data,Very Strong,Strong,Not Enough Data,,,,,97.30%,96.80%,96.50%,96.90%,Pending,No,
